sample_idx,sample_id,mode,architecture,xai_method,target,layer,true_label,pred_label,target_label,corr_pca_xai,soft_iou_pca_xai,iou_pca_gt,iou_xai_gt,soft_iou_pca_gt,soft_iou_xai_gt,object_focus_pca,object_focus_xai,foreground_area,pca_stability,g_lsas_no_stability,g_lsas,top_frac
10,n01443537/ILSVRC2012_val_00032258,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,0,0,0,0.5810317993164062,0.4455356001853943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9975355267524719,0.23241271972656252,0.35299145877361293,0.2
11,n01443537/ILSVRC2012_val_00037846,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,0,40,40,0.4210146367549896,0.1306857466697693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9815784096717834,0.16840585470199587,0.2945918843150138,0.2
12,n01443537/ILSVRC2012_val_00038057,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,0,0,0,0.1679091602563858,0.1683436781167984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8989059329032898,0.06716366410255432,0.1936040960252285,0.2
13,n01443537/ILSVRC2012_val_00045761,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,0,0,0,0.40718767046928406,0.42979374527931213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9943807125091553,0.16287506818771363,0.2916727915406227,0.2
14,n01443537/ILSVRC2012_val_00048864,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,0,0,0,0.260128915309906,0.37141698598861694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7410889863967896,0.10405156612396241,0.20220846831798553,0.2
15,n01491361/ILSVRC2012_val_00002922,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,1,1,1,0.38484594225883484,0.4598132371902466,0.5232182902146676,0.3041584714806106,0.2855822443962097,0.19064834713935852,0.5029990673065186,0.48025479912757874,0.3550302933672762,0.9957937002182007,0.4021514054121174,0.4909093252471418,0.2
0,n01443537/ILSVRC2012_val_00004677,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,0,23,23,0.13363276422023773,0.4174915850162506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9565081596374512,0.053453105688095096,0.19024769142270087,0.2
1,n01443537/ILSVRC2012_val_00006007,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,0,0,0,0.3336920738220215,0.15012893080711365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8971124291419983,0.1334768295288086,0.25135909020900726,0.2
2,n01443537/ILSVRC2012_val_00013623,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,0,0,0,0.3721867799758911,0.2908179461956024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982555627822876,0.14887471199035646,0.2776487171649933,0.2
3,n01443537/ILSVRC2012_val_00018075,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,0,0,0,0.22704218327999115,0.27392494678497314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9211071133613586,0.09081687331199646,0.21763083115220067,0.2
4,n01443537/ILSVRC2012_val_00020436,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,0,0,0,0.39289915561676025,0.21351681649684906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9864455461502075,0.1571596622467041,0.28548153638839724,0.2
5,n01443537/ILSVRC2012_val_00020785,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,0,0,0,0.29282793402671814,0.27457988262176514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9723579287528992,0.11713117361068726,0.24834346622228623,0.2
6,n01443537/ILSVRC2012_val_00021905,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,0,0,0,0.38753780722618103,0.4491022825241089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9394962787628174,0.15501512289047242,0.27656267434358595,0.2
7,n01443537/ILSVRC2012_val_00026064,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,0,3,3,0.21161602437496185,0.29649659991264343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9831831455230713,0.08464640974998475,0.22154308035969733,0.2
8,n01443537/ILSVRC2012_val_00028713,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,0,0,0,0.06828753650188446,0.27514955401420593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9885687828063965,0.027315014600753786,0.17218595519661903,0.2
9,n01443537/ILSVRC2012_val_00032235,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,0,0,0,0.13686780631542206,0.38428497314453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9723834991455078,0.054747122526168826,0.19376125708222386,0.2
10,n01443537/ILSVRC2012_val_00032258,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,0,0,0,0.7109840512275696,0.39548906683921814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9971531629562378,0.28439362049102784,0.39841739237308504,0.2
11,n01443537/ILSVRC2012_val_00037846,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,0,40,40,0.24631871283054352,0.09523683041334152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9449014067649841,0.09852748513221742,0.22794676050543783,0.2
12,n01443537/ILSVRC2012_val_00038057,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,0,0,0,-0.030120274052023888,0.13651137053966522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9542007446289062,-0.012048109620809556,0.13258801577612755,0.2
13,n01443537/ILSVRC2012_val_00045761,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,0,0,0,0.2208499312400818,0.41621363162994385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9946320652961731,0.08833997249603272,0.2264922857284546,0.2
14,n01443537/ILSVRC2012_val_00048864,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,0,0,0,-0.026232333853840828,0.28525310754776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5948827266693115,-0.010492933541536333,0.08005109215155243,0.2
15,n01491361/ILSVRC2012_val_00002922,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,1,1,1,0.3836163878440857,0.31180039048194885,0.5357339803680734,0.37200709429482115,0.29439446330070496,0.1317424774169922,0.5023317337036133,0.5262801647186279,0.3550302933672762,0.9950590133666992,0.42576887753650267,0.5104598564161585,0.2
0,n01443537/ILSVRC2012_val_00004677,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.8,0,23,23,0.025028349831700325,0.36516276001930237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.932836651802063,0.01001133993268013,0.14868542021140455,0.2
1,n01443537/ILSVRC2012_val_00006007,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.8,0,0,0,0.43197011947631836,0.34272608160972595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5055598616600037,0.17278804779052737,0.22702352106571194,0.2
2,n01443537/ILSVRC2012_val_00013623,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.8,0,0,0,0.028364166617393494,0.3889971077442169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9770349264144897,0.011345666646957398,0.15648269727826117,0.2
3,n01443537/ILSVRC2012_val_00018075,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.8,0,0,0,0.0130402697250247,0.11698564887046814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9317113161087036,0.00521610789000988,0.1443207918200642,0.2
4,n01443537/ILSVRC2012_val_00020436,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.8,0,0,0,-0.010219213552772999,0.3739972710609436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9836843013763428,-0.004087685421109199,0.14397592046298088,0.2
5,n01443537/ILSVRC2012_val_00020785,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.8,0,0,0,-0.02111683413386345,0.12458404153585434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08307621628046036,-0.00844673365354538,0.005070540495216846,0.2
6,n01443537/ILSVRC2012_val_00021905,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.8,0,0,0,-0.04313145950436592,0.31666719913482666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9056810736656189,-0.01725258380174637,0.12075615022331475,0.2
7,n01443537/ILSVRC2012_val_00026064,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.8,0,3,3,-0.24656495451927185,0.4020857512950897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.972507894039154,-0.09862598180770875,0.05957845002412797,0.2
8,n01443537/ILSVRC2012_val_00028713,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.8,0,0,0,-0.038542769849300385,0.21367622911930084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98531174659729,-0.015417107939720155,0.13430679254233835,0.2
9,n01443537/ILSVRC2012_val_00032235,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.8,0,0,0,0.1972442865371704,0.41861891746520996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9649991989135742,0.07889771461486816,0.21378538012504578,0.2
10,n01443537/ILSVRC2012_val_00032258,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.8,0,0,0,0.5459451675415039,0.3638935089111328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9959657192230225,0.21837806701660156,0.3404756665229797,0.2
11,n01443537/ILSVRC2012_val_00037846,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.8,0,40,40,0.06714566797018051,0.11471342295408249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9126521944999695,0.026858267188072205,0.16039881296455857,0.2
12,n01443537/ILSVRC2012_val_00038057,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.8,0,0,0,-0.13748043775558472,0.22212006151676178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9771165251731873,-0.05499217510223389,0.09844932556152344,0.2
13,n01443537/ILSVRC2012_val_00045761,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.8,0,0,0,-0.11798269301652908,0.3898356854915619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9905008673667908,-0.04719307720661164,0.10728118754923344,0.2
14,n01443537/ILSVRC2012_val_00048864,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.8,0,0,0,-0.11823823302984238,0.12761762738227844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43674907088279724,-0.047295293211936956,0.024128979071974754,0.2
15,n01491361/ILSVRC2012_val_00002922,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.8,1,1,1,0.25482141971588135,0.24458347260951996,0.5001346329901987,0.2536688574771524,0.2848127782344818,0.09417957067489624,0.4619920253753662,0.44554170966148376,0.3550302933672762,0.9909144043922424,0.32806961502655785,0.4262755301762326,0.2
0,n01443537/ILSVRC2012_val_00004677,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.11,0,23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9564068913459778,0.0,0.14346103370189667,0.2
1,n01443537/ILSVRC2012_val_00006007,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12714816629886627,0.0,0.01907222494482994,0.2
2,n01443537/ILSVRC2012_val_00013623,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9601098895072937,0.0,0.14401648342609405,0.2
3,n01443537/ILSVRC2012_val_00018075,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9414269328117371,0.0,0.14121403992176054,0.2
4,n01443537/ILSVRC2012_val_00020436,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9827759265899658,0.0,0.14741638898849488,0.2
5,n01443537/ILSVRC2012_val_00020785,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6672553420066833,0.0,0.1000883013010025,0.2
6,n01443537/ILSVRC2012_val_00021905,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.856317937374115,0.0,0.12844769060611724,0.2
7,n01443537/ILSVRC2012_val_00026064,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.11,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8670820593833923,0.0,0.13006230890750883,0.2
8,n01443537/ILSVRC2012_val_00028713,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9862586259841919,0.0,0.1479387938976288,0.2
9,n01443537/ILSVRC2012_val_00032235,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.965816080570221,0.0,0.14487241208553314,0.2
10,n01443537/ILSVRC2012_val_00032258,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9934107065200806,0.0,0.14901160597801208,0.2
11,n01443537/ILSVRC2012_val_00037846,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.11,0,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8331406116485596,0.0,0.12497109174728394,0.2
12,n01443537/ILSVRC2012_val_00038057,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9683153629302979,0.0,0.14524730443954467,0.2
13,n01443537/ILSVRC2012_val_00045761,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9144150018692017,0.0,0.13716225028038023,0.2
14,n01443537/ILSVRC2012_val_00048864,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4852142930030823,0.0,0.07278214395046234,0.2
15,n01491361/ILSVRC2012_val_00002922,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.11,1,1,1,0.0,0.0,0.34711943114190147,0.3550302933672762,0.2822094261646271,0.0,0.41298672556877136,0.0,0.3550302933672762,0.9564553499221802,0.2106449173527533,0.31900573361562146,0.2
16,n01491361/ILSVRC2012_val_00013484,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,1,18,18,0.03471465781331062,0.16149678826332092,0.3200989996904609,0.20246090264396635,0.29809704422950745,0.09890376776456833,0.35794758796691895,0.3843923807144165,0.31024792729585654,0.9755359292030334,0.1706538338256524,0.2891204951987205,0.2
17,n01491361/ILSVRC2012_val_00015631,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,1,1,1,-0.09660407155752182,0.3527079224586487,0.12222390089128099,0.23224950232230238,0.11046252399682999,0.13321465253829956,0.11580874770879745,0.16648399829864502,0.0960817920918176,0.968376636505127,0.06770039234106628,0.20006342123403226,0.2
18,n01491361/ILSVRC2012_val_00019531,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,1,1,1,0.1474863737821579,0.3228833079338074,0.19898472295383388,0.16305862677688307,0.3018513023853302,0.12290990352630615,0.7839286923408508,0.7735726237297058,0.7979312818875961,0.9872909188270569,0.16760755443207825,0.290224706080493,0.2
19,n01491361/ILSVRC2012_val_00025640,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,1,1,1,0.2971804440021515,0.2915317118167877,0.31399652789141014,0.18236472945886412,0.3381779193878174,0.11562363803386688,0.5949381589889526,0.5311496257781982,0.5994897959182479,0.9515271782875061,0.26778055480594287,0.3708325464814475,0.2
20,n01491361/ILSVRC2012_val_00030926,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,1,1,1,-0.0040937019512057304,0.19193871319293976,0.10619218692537519,0.2782335828456581,0.3263034224510193,0.1263006329536438,0.5341033935546875,0.7492497563362122,0.5793606505100887,0.9978554844856262,0.11369025015082768,0.24435196943268023,0.2
21,n01491361/ILSVRC2012_val_00032130,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,1,1,1,0.5563291907310486,0.16468645632266998,0.6650717703344149,0.5074407880943845,0.34883415699005127,0.12694795429706573,0.458069771528244,0.6198196411132812,0.23001036352036233,0.9878246188163757,0.5742854438210592,0.6360170491855233,0.2
22,n01491361/ILSVRC2012_val_00034038,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,1,1,1,0.07189437747001648,0.29337000846862793,0.23209723085406248,0.3004592171438877,0.21423472464084625,0.14690998196601868,0.2533549964427948,0.2857406735420227,0.15557238520405064,0.06434710323810577,0.18852468538739164,0.16795420959970916,0.2
23,n01491361/ILSVRC2012_val_00034413,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,1,1,1,0.0860610157251358,0.287983238697052,0.034396560343948404,0.43431542460975087,0.16777527332305908,0.2106553018093109,0.20121514797210693,0.40377968549728394,0.21235251913261075,0.9926625490188599,0.17503800177616408,0.2961987340950514,0.2
24,n01491361/ILSVRC2012_val_00037780,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,1,1,1,0.6592289209365845,0.2887035012245178,0.5985286389906735,0.44530229243351627,0.3362307548522949,0.15600985288619995,0.47019246220588684,0.5337738394737244,0.28501674107137176,0.7209290266036987,0.5768408478018907,0.5998272091744069,0.2
25,n01531178/ILSVRC2012_val_00002668,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,2,2,2,0.39531639218330383,0.23927032947540283,0.1814423518602541,0.2056720965661516,0.20652374625205994,0.10579794645309448,0.26141661405563354,0.297865092754364,0.2100805165815908,0.9894744753837585,0.27426089140124327,0.3835605206783215,0.2
26,n01531178/ILSVRC2012_val_00004243,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,2,2,2,0.15974807739257812,0.448012113571167,0.29677554731741146,0.20233463035006333,0.1661398857831955,0.12241513282060623,0.24336229264736176,0.2226763218641281,0.16950334821425195,0.8078421950340271,0.21363228425727368,0.30186570075937513,0.2
27,n01531178/ILSVRC2012_val_00004893,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,2,2,2,0.11201511323451996,0.2805078327655792,0.060123618655122564,0.11351564036974865,0.03478020429611206,0.07433094084262848,0.03609270229935646,0.08508667349815369,0.02560985331632143,0.9383817911148071,0.09689782300126934,0.22337237305552085,0.2
28,n01531178/ILSVRC2012_val_00005287,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,2,2,2,0.2656363248825073,0.2688324451446533,0.4271742926996666,0.36875251239423235,0.24656105041503906,0.1412794440984726,0.3877398669719696,0.4660605192184448,0.20717075892853015,0.9881930351257324,0.3450325714811726,0.4401833702512121,0.2
29,n01531178/ILSVRC2012_val_00010409,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,2,42,42,0.3898516893386841,0.3869079053401947,0.0,0.03276276043681143,0.024512991309165955,0.03795180469751358,0.03074103221297264,0.05723671242594719,0.0657485650510073,0.9987204074859619,0.1657695038665171,0.2944468425006366,0.2
30,n01531178/ILSVRC2012_val_00015903,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,2,2,2,0.19440311193466187,0.29092171788215637,0.1619283778327882,0.22807338331186194,0.16474223136901855,0.10972406715154648,0.23369957506656647,0.30331912636756897,0.20157047193873534,0.9884836077690125,0.19476177311725978,0.3138140706286461,0.2
31,n01531178/ILSVRC2012_val_00016252,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.2,2,2,2,0.22197332978248596,0.30493298172950745,0.10267042627292862,0.2038931643275655,0.08402802050113678,0.10860459506511688,0.09532320499420166,0.15777693688869476,0.064991230867334,0.966045618057251,0.1807584090931426,0.2992384057825812,0.2
16,n01491361/ILSVRC2012_val_00013484,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,1,18,18,-0.014938623644411564,0.14450883865356445,0.44480812641058415,0.17526625045897204,0.30314353108406067,0.07818485796451569,0.3581254780292511,0.33332133293151855,0.31024792729585654,0.9507960677146912,0.1800468636031022,0.2924094860990487,0.2
17,n01491361/ILSVRC2012_val_00015631,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,1,1,1,-0.10783369839191437,0.1635068953037262,0.20019389238956195,0.02124149309134444,0.12522254884243011,0.023593299090862274,0.13161897659301758,0.04717794805765152,0.0960817920918176,0.9861515760421753,0.02329713628750616,0.16553978833938285,0.2
18,n01491361/ILSVRC2012_val_00019531,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,1,1,1,0.020203065127134323,0.22265686094760895,0.22395502322165145,0.2486783042393395,0.28035908937454224,0.08306724578142166,0.8153800964355469,0.8860083818435669,0.7979312818875961,0.9963761568069458,0.149871224289151,0.2746858281807866,0.2
19,n01491361/ILSVRC2012_val_00025640,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,1,1,1,0.0767531469464302,0.22227385640144348,0.3187915050298117,0.21874525292413224,0.3052307367324829,0.09695988893508911,0.6036189794540405,0.6322929263114929,0.5994897959182479,0.9809828400611877,0.19196228616475525,0.3083952169289147,0.2
20,n01491361/ILSVRC2012_val_00030926,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,1,1,1,-0.4258841872215271,0.16128496825695038,0.0017675991392556187,0.1757366205651907,0.34361353516578674,0.09200116991996765,0.5202223062515259,0.5873301029205322,0.5793606505100887,0.9934157729148865,-0.11710240897727696,0.04432895533581008,0.2
21,n01491361/ILSVRC2012_val_00032130,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,1,1,1,0.38903290033340454,0.2325156331062317,0.6906384645509669,0.37883435582797875,0.3370799422264099,0.1658587008714676,0.438313752412796,0.5015096664428711,0.23001036352036233,0.9951015710830688,0.4764550062470455,0.5527949558738884,0.2
22,n01491361/ILSVRC2012_val_00034038,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,1,1,1,-0.22341510653495789,0.1856517493724823,0.015250668639381295,0.21806513279154907,0.07324770092964172,0.11348006874322891,0.09420958161354065,0.2813951373100281,0.15557238520405064,0.012608794495463371,-0.01937130218470405,-0.017975017755183155,0.2
23,n01491361/ILSVRC2012_val_00034413,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,1,1,1,-0.46914559602737427,0.1531955450773239,0.001597521421309194,0.3453588143523496,0.13800053298473358,0.13637100160121918,0.16515548527240753,0.3788148760795593,0.21235251913261075,0.9769418835639954,-0.08357133767885208,0.06907940786843303,0.2
24,n01491361/ILSVRC2012_val_00037780,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,1,1,1,0.5479220151901245,0.31419801712036133,0.6605936540425379,0.47407945736405394,0.3500395715236664,0.16039656102657318,0.48091456294059753,0.49356982111930847,0.28501674107137176,0.8659268617630005,0.5595707394980274,0.6053300124326415,0.2
25,n01531178/ILSVRC2012_val_00002668,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,2,2,2,0.16432932019233704,0.2309904545545578,0.15530600786066517,0.1346641667585008,0.19075803458690643,0.07364385575056076,0.24398621916770935,0.21396057307720184,0.2100805165815908,0.9890177249908447,0.15272278046268462,0.27836046447073615,0.2
26,n01531178/ILSVRC2012_val_00004243,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,2,2,2,-0.06627874076366425,0.3458842635154724,0.33882149046769294,0.11732449532984794,0.19709688425064087,0.09129921346902847,0.24560832977294922,0.1873677670955658,0.16950334821425195,0.3500165045261383,0.11033229943379655,0.14334141286102348,0.2
27,n01531178/ILSVRC2012_val_00004893,vit_supervised,vit_small_patch16_224,token_gradient,predicted,blocks.5,2,2,2,-0.04194728285074234,0.17598389089107513,0.08908985953426102,0.09034868040831212,0.04451572522521019,0.03202353045344353,0.04601457715034485,0.04342489317059517,0.02560985331632143,0.9554414749145508,0.037052648842475,0.17349430722506606,0.2
