sample_idx,mode,layer,true_label,pred_label,corr_pca_xai,soft_iou_pca_xai,lsas
9,supervised,backbone.layer3,1,1,0.4615634083747864,0.415025919675827,0.4382946640253067
9,supervised,backbone.layer4,1,1,0.21175725758075714,0.5181776881217957,0.3649674728512764
10,supervised,backbone.layer1,0,0,-0.14653071761131287,0.34084510803222656,0.09715719521045685
10,supervised,backbone.layer2,0,0,0.0639316737651825,0.5142999291419983,0.2891158014535904
10,supervised,backbone.layer3,0,0,-0.04165979474782944,0.4236086308956146,0.1909744180738926
10,supervised,backbone.layer4,0,0,0.41384807229042053,0.6078908443450928,0.5108694583177567
11,supervised,backbone.layer1,9,9,-0.0749816969037056,0.055063072592020035,-0.009959312155842781
11,supervised,backbone.layer2,9,9,0.10731435567140579,0.25838547945022583,0.1828499175608158
11,supervised,backbone.layer3,9,9,0.04150218516588211,0.3262629210948944,0.18388255313038826
11,supervised,backbone.layer4,9,9,-0.20947791635990143,0.4942798316478729,0.14240095764398575
12,supervised,backbone.layer1,5,5,0.190519317984581,0.2807762622833252,0.2356477901339531
12,supervised,backbone.layer2,5,5,0.3713316321372986,0.31181371212005615,0.34157267212867737
12,supervised,backbone.layer3,5,5,-0.0968259871006012,0.43425920605659485,0.16871660947799683
12,supervised,backbone.layer4,5,5,0.24496199190616608,0.5309895277023315,0.3879757598042488
13,supervised,backbone.layer1,7,7,0.09122845530509949,0.10007478296756744,0.09565161913633347
13,supervised,backbone.layer2,7,7,0.4475896656513214,0.4653280973434448,0.4564588814973831
13,supervised,backbone.layer3,7,7,0.3372448682785034,0.35010436177253723,0.3436746150255203
13,supervised,backbone.layer4,7,7,0.36170101165771484,0.6364163756370544,0.49905869364738464
14,supervised,backbone.layer1,9,9,-0.09025686979293823,0.03774373605847359,-0.026256566867232323
14,supervised,backbone.layer2,9,9,0.11788950115442276,0.3180433213710785,0.21796641126275063
14,supervised,backbone.layer3,9,9,-0.32099246978759766,0.3584721088409424,0.018739819526672363
14,supervised,backbone.layer4,9,9,0.16084955632686615,0.5486728549003601,0.35476120561361313
15,supervised,backbone.layer1,8,8,0.3037048876285553,0.2134271115064621,0.2585659995675087
15,supervised,backbone.layer2,8,8,0.09388399124145508,0.3063766360282898,0.20013031363487244
15,supervised,backbone.layer3,8,8,0.1480373740196228,0.4536980390548706,0.3008677065372467
15,supervised,backbone.layer4,8,8,0.3292767405509949,0.6195011734962463,0.4743889570236206
16,supervised,backbone.layer1,5,5,0.06414727121591568,0.1424902379512787,0.10331875458359718
16,supervised,backbone.layer2,5,5,-0.01758701168000698,0.27282238006591797,0.1276176841929555
16,supervised,backbone.layer3,5,5,0.16428406536579132,0.45461276173591614,0.30944841355085373
16,supervised,backbone.layer4,5,5,0.4815933406352997,0.5758837461471558,0.5287385433912277
17,supervised,backbone.layer1,7,7,-0.062396880239248276,0.03950997814536095,-0.011443451046943665
17,supervised,backbone.layer2,7,7,0.2687736451625824,0.37616828083992004,0.3224709630012512
17,supervised,backbone.layer3,7,7,0.1818598359823227,0.34794342517852783,0.26490163058042526
17,supervised,backbone.layer4,7,7,-0.4440678358078003,0.501686155796051,0.028809159994125366
18,supervised,backbone.layer1,8,8,0.27729520201683044,0.2316887527704239,0.25449197739362717
18,supervised,backbone.layer2,8,8,-0.28290802240371704,0.2183554619550705,-0.03227628022432327
18,supervised,backbone.layer3,8,8,0.3089720904827118,0.42490851879119873,0.36694030463695526
18,supervised,backbone.layer4,8,8,-0.09360615909099579,0.5079116821289062,0.20715276151895523
19,supervised,backbone.layer1,6,6,-0.001776745542883873,0.36052170395851135,0.17937247920781374
19,supervised,backbone.layer2,6,6,0.3795303404331207,0.5040942430496216,0.44181229174137115
19,supervised,backbone.layer3,6,6,0.26997432112693787,0.5012109875679016,0.38559265434741974
19,supervised,backbone.layer4,6,6,0.5133296251296997,0.6153937578201294,0.5643616914749146
20,supervised,backbone.layer1,7,7,-0.04905842989683151,0.08718312531709671,0.0190623477101326
20,supervised,backbone.layer2,7,7,0.07188700139522552,0.5361605882644653,0.30402379482984543
20,supervised,backbone.layer3,7,7,0.07324262708425522,0.13482506573200226,0.10403384640812874
20,supervised,backbone.layer4,7,7,-0.0030567243229597807,0.4520728588104248,0.2245080672437325
21,supervised,backbone.layer1,0,0,-0.1766861081123352,0.32317665219306946,0.07324527204036713
21,supervised,backbone.layer2,0,0,-0.17874491214752197,0.3208686113357544,0.07106184959411621
21,supervised,backbone.layer3,0,0,0.5009344816207886,0.35453394055366516,0.42773421108722687
21,supervised,backbone.layer4,0,0,0.7269314527511597,0.654789388179779,0.6908604204654694
22,supervised,backbone.layer1,4,4,0.05220017209649086,0.04409867897629738,0.04814942553639412
22,supervised,backbone.layer2,4,4,0.0009385746088810265,0.24231621623039246,0.12162739541963674
22,supervised,backbone.layer3,4,4,0.21535275876522064,0.2981628477573395,0.25675780326128006
22,supervised,backbone.layer4,4,4,0.4830346405506134,0.5235998630523682,0.5033172518014908
23,supervised,backbone.layer1,9,9,-0.00037582189543172717,0.02302153967320919,0.011322858888888732
23,supervised,backbone.layer2,9,9,-0.1712922304868698,0.31580090522766113,0.07225433737039566
23,supervised,backbone.layer3,9,9,-0.15581242740154266,0.29710695147514343,0.07064726203680038
23,supervised,backbone.layer4,9,9,-0.29694226384162903,0.5245022773742676,0.11378000676631927
24,supervised,backbone.layer1,5,5,0.19428224861621857,0.3109222650527954,0.252602256834507
24,supervised,backbone.layer2,5,5,0.17555248737335205,0.22790001332759857,0.2017262503504753
24,supervised,backbone.layer3,5,5,0.6426903605461121,0.4737154245376587,0.5582028925418854
24,supervised,backbone.layer4,5,5,0.6013957858085632,0.668897271156311,0.6351465284824371
25,supervised,backbone.layer1,2,2,0.09545077383518219,0.4681207537651062,0.2817857638001442
25,supervised,backbone.layer2,2,2,0.010337447747588158,0.36499735713005066,0.1876674024388194
25,supervised,backbone.layer3,2,2,0.4472877085208893,0.5912530422210693,0.5192703753709793
25,supervised,backbone.layer4,2,2,0.21464039385318756,0.5533146262168884,0.383977510035038
26,supervised,backbone.layer1,4,4,-0.05007200688123703,0.320234477519989,0.135081235319376
26,supervised,backbone.layer2,4,4,0.1078668162226677,0.47212928533554077,0.28999805077910423
26,supervised,backbone.layer3,4,4,0.09822382032871246,0.38175562024116516,0.2399897202849388
26,supervised,backbone.layer4,4,4,-0.3566916584968567,0.39221620559692383,0.01776227355003357
27,supervised,backbone.layer1,0,0,0.010419642552733421,0.2268323004245758,0.11862597148865461
27,supervised,backbone.layer2,0,0,0.270811527967453,0.2974456250667572,0.2841285765171051
27,supervised,backbone.layer3,0,0,-0.002081015147268772,0.3697949945926666,0.18385698972269893
27,supervised,backbone.layer4,0,0,0.5096848607063293,0.6712419986724854,0.5904634296894073
28,supervised,backbone.layer1,9,9,0.02478649839758873,0.019183548167347908,0.02198502328246832
28,supervised,backbone.layer2,9,9,0.13118743896484375,0.34817951917648315,0.23968347907066345
28,supervised,backbone.layer3,9,9,-0.14844146370887756,0.3724690079689026,0.11201377213001251
28,supervised,backbone.layer4,9,9,-0.2228831946849823,0.5241479277610779,0.1506323665380478
29,supervised,backbone.layer1,6,6,0.25388091802597046,0.4785700738430023,0.3662254959344864
29,supervised,backbone.layer2,6,6,0.5148570537567139,0.5840961933135986,0.5494766235351562
29,supervised,backbone.layer3,6,6,-0.1101609468460083,0.5114507079124451,0.20064488053321838
29,supervised,backbone.layer4,6,6,0.3445958197116852,0.5579202175140381,0.45125801861286163
30,supervised,backbone.layer1,6,6,-0.10555668920278549,0.35344478487968445,0.12394404783844948
30,supervised,backbone.layer2,6,6,0.08719653636217117,0.4668087363243103,0.27700263634324074
30,supervised,backbone.layer3,6,6,0.1038607582449913,0.519425630569458,0.31164319440722466
30,supervised,backbone.layer4,6,6,0.1825425773859024,0.5569319725036621,0.36973727494478226
31,supervised,backbone.layer1,5,5,0.061883632093667984,0.11837138235569,0.090127507224679
31,supervised,backbone.layer2,5,5,0.2180066555738449,0.30094006657600403,0.25947336107492447
31,supervised,backbone.layer3,5,5,0.6073991060256958,0.4346608519554138,0.5210299789905548
31,supervised,backbone.layer4,5,5,0.6451416015625,0.6764426827430725,0.6607921421527863
32,supervised,backbone.layer1,4,4,0.0636061355471611,0.2080632746219635,0.1358347050845623
32,supervised,backbone.layer2,4,4,0.5256879925727844,0.29316675662994385,0.40942737460136414
32,supervised,backbone.layer3,4,4,0.3509226441383362,0.4056965410709381,0.37830959260463715
32,supervised,backbone.layer4,4,4,0.041968438774347305,0.3782460391521454,0.21010723896324635
33,supervised,backbone.layer1,5,5,0.06093675643205643,0.2692547142505646,0.1650957353413105
33,supervised,backbone.layer2,5,5,-0.16972894966602325,0.04529772326350212,-0.06221561320126057
33,supervised,backbone.layer3,5,5,0.042226728051900864,0.34743279218673706,0.19482976011931896
33,supervised,backbone.layer4,5,5,0.3530808389186859,0.540869414806366,0.44697512686252594
34,supervised,backbone.layer1,9,9,0.059265654534101486,0.04346141591668129,0.05136353522539139
34,supervised,backbone.layer2,9,9,0.4018785357475281,0.4033224284648895,0.4026004821062088
34,supervised,backbone.layer3,9,9,0.4144287109375,0.40872934460639954,0.41157902777194977
34,supervised,backbone.layer4,9,9,0.16710706055164337,0.5253448486328125,0.34622595459222794
35,supervised,backbone.layer1,2,2,0.0038543117698282003,0.3182426393032074,0.1610484755365178
35,supervised,backbone.layer2,2,2,-0.17528045177459717,0.30340659618377686,0.06406307220458984
35,supervised,backbone.layer3,2,2,-0.2217479795217514,0.3197391629219055,0.04899559170007706
35,supervised,backbone.layer4,2,2,-0.18540559709072113,0.37564536929130554,0.0951198861002922
36,supervised,backbone.layer1,4,4,-0.10364945232868195,0.3767656981945038,0.13655812293291092
36,supervised,backbone.layer2,4,4,-0.06404236704111099,0.2085694819688797,0.07226355746388435
36,supervised,backbone.layer3,4,4,0.21118679642677307,0.46306076645851135,0.3371237814426422
36,supervised,backbone.layer4,4,4,0.23547470569610596,0.5830028057098389,0.4092387557029724
37,supervised,backbone.layer1,1,1,0.0622824989259243,0.3435351550579071,0.2029088269919157
37,supervised,backbone.layer2,1,1,0.31697046756744385,0.5365322828292847,0.42675137519836426
37,supervised,backbone.layer3,1,1,0.591241717338562,0.4100782871246338,0.5006600022315979
37,supervised,backbone.layer4,1,1,0.12235325574874878,0.43144989013671875,0.27690157294273376
38,supervised,backbone.layer1,9,9,-0.11321724951267242,0.009889067150652409,-0.05166409118101001
38,supervised,backbone.layer2,9,9,0.0811251774430275,0.3928753137588501,0.2370002456009388
38,supervised,backbone.layer3,9,9,0.23283852636814117,0.38715118169784546,0.3099948540329933
38,supervised,backbone.layer4,9,9,0.30667683482170105,0.5696309804916382,0.4381539076566696
39,supervised,backbone.layer1,5,5,-0.03701663762331009,0.09914804995059967,0.03106570616364479
39,supervised,backbone.layer2,5,5,0.11276209354400635,0.32409754395484924,0.2184298187494278
39,supervised,backbone.layer3,5,5,0.7538326978683472,0.5536690950393677,0.6537508964538574
39,supervised,backbone.layer4,5,5,0.5770622491836548,0.575664222240448,0.5763632357120514
40,supervised,backbone.layer1,4,4,-0.07950858771800995,0.15625356137752533,0.03837248682975769
40,supervised,backbone.layer2,4,4,-0.2126026749610901,0.23798701167106628,0.012692168354988098
40,supervised,backbone.layer3,4,4,0.5611997246742249,0.31998124718666077,0.4405904859304428
40,supervised,backbone.layer4,4,4,0.3298843801021576,0.5335223078727722,0.4317033439874649
41,supervised,backbone.layer1,6,6,-0.045486126095056534,0.2515825033187866,0.10304818861186504
41,supervised,backbone.layer2,6,6,-0.06409721821546555,0.29616811871528625,0.11603545024991035
41,supervised,backbone.layer3,6,6,0.2817303240299225,0.43593692779541016,0.3588336259126663
41,supervised,backbone.layer4,6,6,0.30202051997184753,0.4999833405017853,0.4010019302368164
42,supervised,backbone.layer1,5,5,-0.12909549474716187,0.04144499450922012,-0.04382525011897087
42,supervised,backbone.layer2,5,5,-0.051569581031799316,0.1367790699005127,0.04260474443435669
42,supervised,backbone.layer3,5,5,-0.10780118405818939,0.3628498613834381,0.12752433866262436
42,supervised,backbone.layer4,5,5,0.3231758773326874,0.48627346754074097,0.4047246724367142
43,supervised,backbone.layer1,6,6,0.02915521152317524,0.47202542424201965,0.25059031788259745
43,supervised,backbone.layer2,6,6,-0.11296211183071136,0.39565426111221313,0.14134607464075089
43,supervised,backbone.layer3,6,6,0.5013291835784912,0.4445759654045105,0.47295257449150085
43,supervised,backbone.layer4,6,6,0.47937607765197754,0.6418147683143616,0.5605954229831696
44,supervised,backbone.layer1,0,0,0.21158607304096222,0.16166365146636963,0.18662486225366592
44,supervised,backbone.layer2,0,0,0.38883811235427856,0.3315867483615875,0.36021243035793304
44,supervised,backbone.layer3,0,0,0.0867794081568718,0.3648627996444702,0.225821103900671
44,supervised,backbone.layer4,0,0,0.1430843025445938,0.5322670340538025,0.33767566829919815
45,supervised,backbone.layer1,9,9,-0.041891131550073624,0.023275377228856087,-0.009307877160608768
45,supervised,backbone.layer2,9,9,0.10741907358169556,0.30609142780303955,0.20675525069236755
45,supervised,backbone.layer3,9,9,0.2671026885509491,0.3730340003967285,0.3200683444738388
45,supervised,backbone.layer4,9,9,0.20877385139465332,0.5696793794631958,0.38922661542892456
46,supervised,backbone.layer1,3,3,0.05733214691281319,0.1006520539522171,0.07899210043251514
46,supervised,backbone.layer2,3,3,0.2027888298034668,0.3559432625770569,0.27936604619026184
46,supervised,backbone.layer3,3,3,0.022389626130461693,0.3130001425743103,0.167694884352386
46,supervised,backbone.layer4,3,3,0.654139518737793,0.6412971019744873,0.6477183103561401
47,supervised,backbone.layer1,9,8,0.24947617948055267,0.16036726534366608,0.20492172241210938
47,supervised,backbone.layer2,9,8,0.03980136290192604,0.27743586897850037,0.1586186159402132
47,supervised,backbone.layer3,9,8,0.038670238107442856,0.4675486087799072,0.25310942344367504
47,supervised,backbone.layer4,9,8,0.03688501939177513,0.5035985112190247,0.2702417653053999
48,supervised,backbone.layer1,7,7,0.06047908589243889,0.04473701864480972,0.052608052268624306
48,supervised,backbone.layer2,7,7,0.5128662586212158,0.6143637895584106,0.5636150240898132
48,supervised,backbone.layer3,7,7,0.7196499109268188,0.40068578720092773,0.5601678490638733
48,supervised,backbone.layer4,7,7,0.3987811207771301,0.5386889576911926,0.4687350392341614
49,supervised,backbone.layer1,6,6,0.17751607298851013,0.46243447065353394,0.31997527182102203
49,supervised,backbone.layer2,6,6,-0.024730853736400604,0.3762682378292084,0.17576869204640388
49,supervised,backbone.layer3,6,6,0.1128513440489769,0.428364634513855,0.27060798928141594
49,supervised,backbone.layer4,6,6,0.4704659879207611,0.5951551198959351,0.5328105539083481
50,supervised,backbone.layer1,9,9,-0.107276052236557,0.07318038493394852,-0.017047833651304245
50,supervised,backbone.layer2,9,9,-0.002906529465690255,0.3465017080307007,0.17179758928250521
50,supervised,backbone.layer3,9,9,0.20095543563365936,0.31034818291664124,0.2556518092751503
50,supervised,backbone.layer4,9,9,-0.20985497534275055,0.5315189361572266,0.160831980407238
51,supervised,backbone.layer1,8,8,0.15708719193935394,0.13359825313091278,0.14534272253513336
51,supervised,backbone.layer2,8,8,0.02731652744114399,0.40072107315063477,0.21401880029588938
51,supervised,backbone.layer3,8,8,-0.05605199560523033,0.5149710774421692,0.22945954091846943
51,supervised,backbone.layer4,8,8,0.05182691290974617,0.5780753493309021,0.31495113112032413
52,supervised,backbone.layer1,0,3,0.09968429803848267,0.1407500058412552,0.12021715193986893
52,supervised,backbone.layer2,0,3,-0.22865238785743713,0.17717017233371735,-0.025741107761859894
52,supervised,backbone.layer3,0,3,0.5104497075080872,0.23788732290267944,0.3741685152053833
52,supervised,backbone.layer4,0,3,0.5596733093261719,0.5147494673728943,0.5372113883495331
53,supervised,backbone.layer1,3,3,-0.0524425134062767,0.43751975893974304,0.19253862276673317
53,supervised,backbone.layer2,3,3,0.22444342076778412,0.46600663661956787,0.345225028693676
53,supervised,backbone.layer3,3,3,0.3937448263168335,0.5381448864936829,0.4659448564052582
53,supervised,backbone.layer4,3,3,-0.2078467458486557,0.4333108365535736,0.11273204535245895
54,supervised,backbone.layer1,8,8,0.24523167312145233,0.11282820999622345,0.1790299415588379
54,supervised,backbone.layer2,8,8,0.4130900502204895,0.40511900186538696,0.40910452604293823
54,supervised,backbone.layer3,8,8,0.7179633975028992,0.625471830368042,0.6717176139354706
54,supervised,backbone.layer4,8,8,0.09195064008235931,0.5395336151123047,0.315742127597332
55,supervised,backbone.layer1,8,8,0.05861738324165344,0.05187630280852318,0.05524684302508831
55,supervised,backbone.layer2,8,8,0.4110774099826813,0.5542272925376892,0.48265235126018524
55,supervised,backbone.layer3,8,8,0.6610639095306396,0.46310457587242126,0.5620842427015305
55,supervised,backbone.layer4,8,8,0.11163549870252609,0.48541244864463806,0.2985239736735821
56,supervised,backbone.layer1,7,7,-0.030160274356603622,0.007626661099493504,-0.01126680662855506
56,supervised,backbone.layer2,7,7,-0.16651594638824463,0.4087364375591278,0.12111024558544159
56,supervised,backbone.layer3,7,7,0.07372267544269562,0.2985697090625763,0.18614619225263596
56,supervised,backbone.layer4,7,7,-0.18096914887428284,0.4399300217628479,0.12948043644428253
57,supervised,backbone.layer1,7,3,0.2005223035812378,0.2966770529747009,0.24859967827796936
57,supervised,backbone.layer2,7,3,-0.16867254674434662,0.43842238187789917,0.13487491756677628
57,supervised,backbone.layer3,7,3,-0.21370157599449158,0.27247387170791626,0.02938614785671234
57,supervised,backbone.layer4,7,3,0.49042168259620667,0.6062831282615662,0.5483524054288864
58,supervised,backbone.layer1,4,4,0.20004576444625854,0.07735228538513184,0.1386990249156952
58,supervised,backbone.layer2,4,4,-0.17158859968185425,0.15768921375274658,-0.006949692964553833
58,supervised,backbone.layer3,4,4,0.09628822654485703,0.29108768701553345,0.19368795678019524
58,supervised,backbone.layer4,4,4,0.12465056777000427,0.5143575668334961,0.3195040673017502
59,supervised,backbone.layer1,6,3,-0.015650684013962746,0.22498683631420135,0.1046680761501193
59,supervised,backbone.layer2,6,3,0.08292793482542038,0.4003280699253082,0.2416280023753643
59,supervised,backbone.layer3,6,3,0.21463477611541748,0.4210245907306671,0.3178296834230423
59,supervised,backbone.layer4,6,3,-0.19747844338417053,0.5526799559593201,0.17760075628757477
60,supervised,backbone.layer1,7,7,0.033443111926317215,0.014592191204428673,0.024017651565372944
60,supervised,backbone.layer2,7,7,0.23145821690559387,0.5154139399528503,0.3734360784292221
60,supervised,backbone.layer3,7,7,0.7300605177879333,0.45326900482177734,0.5916647613048553
60,supervised,backbone.layer4,7,7,0.5280987024307251,0.5792316198348999,0.5536651611328125
61,supervised,backbone.layer1,3,5,0.005602036602795124,0.24429355561733246,0.12494779611006379
61,supervised,backbone.layer2,3,5,-0.08835892379283905,0.22150146961212158,0.06657127290964127
61,supervised,backbone.layer3,3,5,-0.04944082349538803,0.3258189558982849,0.13818906620144844
61,supervised,backbone.layer4,3,5,0.4661957919597626,0.6231004595756531,0.5446481257677078
62,supervised,backbone.layer1,6,6,0.16517135500907898,0.5211386680603027,0.34315501153469086
62,supervised,backbone.layer2,6,6,-0.1750524342060089,0.27601221203804016,0.050479888916015625
62,supervised,backbone.layer3,6,6,0.4196773171424866,0.4890393614768982,0.4543583393096924
62,supervised,backbone.layer4,6,6,0.4162803590297699,0.5680272579193115,0.4921538084745407
63,supervised,backbone.layer1,3,3,0.0738503634929657,0.10907434672117233,0.09146235510706902
63,supervised,backbone.layer2,3,3,0.3562338352203369,0.46999043226242065,0.4131121337413788
63,supervised,backbone.layer3,3,3,0.4111497104167938,0.3485933542251587,0.37987153232097626
63,supervised,backbone.layer4,3,3,0.10429778695106506,0.4741596579551697,0.28922872245311737
